TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,September,INDIA,FREIGHT ON BOARD PRICE,330,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,September,INDIA,FREIGHT ON BOARD PRICE,385,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,September,INDIA,FREIGHT ON BOARD PRICE,1500,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,October,INDIA,FREIGHT ON BOARD PRICE,380,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,October,INDIA,FREIGHT ON BOARD PRICE,366,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,October,INDIA,FREIGHT ON BOARD PRICE,379,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,October,INDIA,FREIGHT ON BOARD PRICE,1463,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,November,INDIA,FREIGHT ON BOARD PRICE,387,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,November,INDIA,FREIGHT ON BOARD PRICE,370,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,November,INDIA,FREIGHT ON BOARD PRICE,378,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,November,INDIA,FREIGHT ON BOARD PRICE,1450,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,December,INDIA,FREIGHT ON BOARD PRICE,388,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,December,INDIA,FREIGHT ON BOARD PRICE,371,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,December,INDIA,FREIGHT ON BOARD PRICE,378,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,December,INDIA,FREIGHT ON BOARD PRICE,1450,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,January,INDIA,FREIGHT ON BOARD PRICE,398,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,January,INDIA,FREIGHT ON BOARD PRICE,380,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,January,INDIA,FREIGHT ON BOARD PRICE,382,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,January,INDIA,FREIGHT ON BOARD PRICE,1525,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,February,INDIA,FREIGHT ON BOARD PRICE,435,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,February,INDIA,FREIGHT ON BOARD PRICE,422,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,February,INDIA,FREIGHT ON BOARD PRICE,398,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,February,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,March,INDIA,FREIGHT ON BOARD PRICE,435,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,March,INDIA,FREIGHT ON BOARD PRICE,417,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,March,INDIA,FREIGHT ON BOARD PRICE,388,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,March,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,April,INDIA,FREIGHT ON BOARD PRICE,439,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,April,INDIA,FREIGHT ON BOARD PRICE,422,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,April,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,April,INDIA,FREIGHT ON BOARD PRICE,381,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,April,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,May,INDIA,FREIGHT ON BOARD PRICE,446,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,May,INDIA,FREIGHT ON BOARD PRICE,425,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,May,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,May,INDIA,FREIGHT ON BOARD PRICE,382,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,May,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,June,INDIA,FREIGHT ON BOARD PRICE,460,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,June,INDIA,FREIGHT ON BOARD PRICE,438,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,June,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,June,INDIA,FREIGHT ON BOARD PRICE,396,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,June,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,July,INDIA,FREIGHT ON BOARD PRICE,495,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,July,INDIA,FREIGHT ON BOARD PRICE,475,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,July,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,July,INDIA,FREIGHT ON BOARD PRICE,438,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,July,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2022,MARKETING,INDIA,FREIGHT ON BOARD PRICE,386,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2022,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2022,MARKETING,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2022,MARKETING,INDIA,FREIGHT ON BOARD PRICE,371.29,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2022,MARKETING,INDIA,FREIGHT ON BOARD PRICE,332.5,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2022,MARKETING,INDIA,FREIGHT ON BOARD PRICE,383.33,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2022,MARKETING,INDIA,FREIGHT ON BOARD PRICE,1515.67,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2023,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2023,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2023,August,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2023,August,INDIA,FREIGHT ON BOARD PRICE,475,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2023,August,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2023,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2023,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2023,September,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2023,September,INDIA,FREIGHT ON BOARD PRICE,530,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2023,September,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2023,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2023,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2023,October,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2023,October,INDIA,FREIGHT ON BOARD PRICE,510,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2023,October,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2023,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2023,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2023,November,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2023,November,INDIA,FREIGHT ON BOARD PRICE,500,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2023,November,INDIA,FREIGHT ON BOARD PRICE,1550,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2023,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2023,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2023,December,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2023,December,INDIA,FREIGHT ON BOARD PRICE,513,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2023,December,INDIA,FREIGHT ON BOARD PRICE,1400,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2023,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2023,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2023,January,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2023,January,INDIA,FREIGHT ON BOARD PRICE,538,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2023,January,INDIA,FREIGHT ON BOARD PRICE,1400,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,15-PERCENT BROKEN,2023,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,25-PERCENT BROKEN,2023,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,100-PERCENT BROKEN,2023,February,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT PARBOILED,2023,February,INDIA,FREIGHT ON BOARD PRICE,545,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,PUSA BASMATI,2023,February,INDIA,FREIGHT ON BOARD PRICE,1400,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,5-PERCENT BROKEN,2023,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Milled rice export price quotes, India, 1997/98 to present",27,RICE,10-PERCENT BROKEN,2023,March,INDIA,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
